,maximum price for this item in all shops,the shops id that sold this item at maximum price,amount in all months
17694,50.0,16,1.0
17695,499.0,25,40.0
17696,1999.0,25,11.0
17697,1999.0,15,2.0
17698,58.0,30,1.0
17699,188.0,55,9.0
17700,188.0,55,14.0
17701,299.0,12,1.0
17702,300.0,55,21.0
17703,129.0,38,1.0
17704,28.0,6,1.0
17705,127.0,55,2.0
17706,599.0,31,21.0
17707,899.0,18,45.0
17708,899.0,19,3.0
17709,899.0,18,62.0
17710,1499.0,50,50.0
17711,1199.0,22,45.0
17712,330.0,22,74.0
17713,799.0,22,15.0
17714,850.0,12,11.0
17715,1799.0,25,28.0
17716,1599.0,31,1.0
17717,16790.0,24,428.0
17718,349.0,4,1.0
17719,148.0,2,1.0
17720,399.0,55,4.0
17721,148.0,32,2.0
17722,1198.0,45,1.0
17723,1198.0,26,1.0
17724,349.0,54,6.0
17725,349.0,28,7.0
17726,349.0,54,8.0
17727,349.0,54,6.0
17728,248.0,30,1.0
17729,248.0,54,1.0
17730,349.0,54,5.0
17731,349.0,31,4.0
17732,198.0,59,1.0
17733,248.0,24,2.0
17734,249.0,31,31.0
17735,249.0,31,5.0
17736,3490.0,23,1.0
17737,3990.0,6,6.0
17738,490.0,25,3.0
17739,490.0,57,5.0
17740,490.0,31,1.0
17741,490.0,58,4.0
17742,490.0,57,9.0
17743,490.0,57,12.0
17744,490.0,57,9.0
17745,490.0,57,1.0
17746,1499.0,31,7.0
17747,339.0,31,7.0
17748,349.0,31,41.0
17749,28.0,28,1.0
17750,3490.0,12,120.0
17751,299.0,25,2.0
17752,999.0,12,1.0
17753,28.0,23,1.0
17754,899.0,31,61.0
17755,1799.0,31,5.0
17756,399.0,31,40.0
17758,199.0,31,13.0
17759,199.0,26,1.0
17760,3250.0,25,5.0
17761,349.0,25,8.0
17762,149.0,54,6.0
17763,399.0,25,16.0
17764,299.0,42,15.0
17765,199.0,31,2.0
17766,199.0,25,2.0
17767,499.0,42,1.0
17768,349.0,57,14.0
17769,549.0,25,12.0
17770,298.0,35,1.0
17771,28.0,23,1.0
17772,999.0,42,11.0
17773,1599.0,42,8.0
17774,749.0,25,16.0
17775,399.0,31,28.0
17776,999.0,17,2.0
17777,149.0,31,18.0
17778,549.0,54,4.0
17779,349.0,25,9.0
17780,349.0,54,5.0
17781,499.0,31,24.0
17782,399.0,57,155.0
17783,1499.0,28,14.0
17784,749.0,25,27.0
17785,169.0,57,77.0
17786,149.0,24,1.0
17787,549.0,42,14.0
17788,149.0,25,9.0
17789,169.0,31,22.0
17790,1599.0,25,6.0
17791,398.0,42,2.0
17792,399.0,57,12.0
17793,198.0,30,1.0
17794,149.0,31,106.0
17795,449.0,25,14.0
17796,298.0,32,1.0
17797,199.0,46,6.0
17798,399.0,57,18.0
17799,349.0,6,2.0
17800,98.0,25,2.0
17801,28.0,25,13.0
17802,399.0,54,62.0
17803,549.0,54,15.0
17804,149.0,31,6.0
17805,499.0,5,2.0
17806,399.0,31,89.0
17807,549.0,25,21.0
17808,149.0,31,23.0
17809,349.0,31,36.0
17810,399.0,25,8.0
17811,169.0,31,101.0
17812,398.0,12,3.0
17813,349.0,54,3.0
17814,399.0,57,40.0
17815,1499.0,57,3.0
17816,549.0,28,7.0
17817,149.0,58,11.0
17818,199.0,25,46.0
17819,149.0,31,16.0
17820,149.0,31,6.0
17821,199.0,54,4.0
17822,349.0,28,66.0
17823,599.0,54,11.0
17824,149.0,31,25.0
17825,198.0,54,2.0
17826,149.0,28,1.0
17827,198.0,23,1.0
17828,149.0,54,2.0
17829,149.0,54,2.0
17830,58.0,25,1.0
17831,399.0,31,16.0
17832,499.0,27,1.0
17833,249.0,31,14.0
17834,199.0,31,6.0
17835,149.0,25,6.0
17836,199.0,25,7.0
17837,349.0,31,5.0
17838,499.0,25,7.0
17839,149.0,57,17.0
17840,349.0,57,21.0
17841,499.0,25,13.0
17842,28.0,31,1.0
17843,149.0,25,1.0
17844,58.0,37,1.0
17845,149.0,25,3.0
17846,149.0,25,27.0
17847,249.0,46,1.0
17848,149.0,19,3.0
17849,149.0,31,8.0
17850,58.0,54,4.0
17851,399.0,25,21.0
17852,149.0,31,6.0
17853,149.0,54,6.0
17854,149.0,25,8.0
17855,399.0,31,82.0
17856,749.0,25,30.0
17857,149.0,31,34.0
17859,149.0,31,16.0
17860,399.0,25,9.0
17861,399.0,25,9.0
17862,399.0,54,50.0
17863,299.0,54,28.0
17864,149.0,31,46.0
17865,199.0,31,102.0
17866,1399.0,31,13.0
17867,499.0,31,31.0
17868,149.0,28,1.0
17869,499.0,57,59.0
17870,749.0,57,15.0
17871,399.0,31,89.0
17872,734.0,14,1.0
17873,399.0,57,21.0
17874,1199.0,28,4.0
17875,549.0,57,5.0
17876,149.0,54,6.0
17877,98.0,54,4.0
17878,98.0,16,1.0
17879,58.0,18,1.0
17880,499.0,31,31.0
17881,28.0,31,1.0
17882,169.0,31,34.0
17883,149.0,31,9.0
17884,28.0,25,1.0
17885,349.0,43,5.0
17886,149.0,54,4.0
17887,399.0,58,11.0
17888,399.0,31,6.0
17889,1199.0,31,23.0
17890,399.0,57,56.0
17891,699.0,31,33.0
17892,299.0,31,40.0
17893,299.0,25,19.0
17894,299.0,31,15.0
17895,399.0,54,18.0
17896,149.0,25,10.0
17897,479.0,31,65.0
17898,799.0,25,36.0
17899,1299.0,42,16.0
17900,349.0,58,4.0
17901,299.0,43,2.0
17902,98.0,31,1.0
17903,299.0,54,8.0
17904,399.0,25,15.0
17905,28.0,54,1.0
17906,399.0,31,26.0
17907,499.0,54,9.0
17908,149.0,31,4.0
17909,149.0,25,7.0
17910,28.0,54,1.0
17911,399.0,31,9.0
17912,1199.0,28,3.0
17913,148.0,18,1.0
17914,1599.0,25,8.0
17915,399.0,35,1.0
17916,149.0,31,27.0
17917,58.0,54,1.0
17918,149.0,31,12.0
17919,149.0,6,1.0
17920,299.0,31,6.0
17921,229.0,31,33.0
17922,199.0,31,10.0
17923,98.0,25,1.0
17924,1449.0,54,5.0
17925,249.0,31,22.0
17926,199.0,31,4.0
17927,28.0,25,1.0
17928,189.0,54,1.0
17930,399.0,25,5.0
17931,499.0,31,8.0
17932,149.0,31,9.0
17933,299.0,25,8.0
17934,499.0,31,5.0
17935,149.0,31,24.0
17936,299.0,25,15.0
17937,399.0,25,10.0
17938,199.0,31,6.0
17939,149.0,41,1.0
17940,399.0,25,9.0
17941,349.0,6,2.0
17942,599.0,31,16.0
17943,249.0,37,1.0
17944,399.0,57,4.0
17945,199.0,31,13.0
17946,299.0,31,9.0
17947,399.0,54,30.0
17948,499.0,42,16.0
17949,379.0,25,6.0
17950,549.0,25,9.0
17951,149.0,31,17.0
17952,349.0,31,3.0
17953,498.0,54,2.0
17954,98.0,31,4.0
17955,149.0,31,22.0
17956,399.0,31,130.0
17957,1399.0,25,24.0
17958,699.0,31,37.0
17959,28.0,31,1.0
17960,349.0,12,1.0
17961,349.0,12,1.0
17962,349.0,12,1.0
17963,599.0,31,31.0
17964,199.0,54,1.0
17965,199.0,25,1.0
17966,199.0,31,7.0
17967,399.0,31,13.0
17968,349.0,25,1.0
17969,279.0,31,4.0
17970,399.0,57,8.0
17971,699.0,25,4.0
17972,299.0,25,1.0
17973,199.0,27,8.0
17974,148.0,30,1.0
17975,949.0,31,5.0
17976,549.0,25,9.0
17977,399.0,31,30.0
17978,169.0,31,94.0
17979,399.0,31,6.0
17980,169.0,57,46.0
17981,399.0,31,5.0
17982,169.0,58,36.0
17983,298.0,54,1.0
17984,149.0,6,1.0
17985,249.0,31,5.0
17986,249.0,6,3.0
17987,149.0,56,4.0
17988,149.0,31,9.0
17989,99.0,31,3.0
17990,249.0,31,6.0
17991,149.0,31,13.0
17992,149.0,31,8.0
17993,69.0,54,2.0
17994,299.0,6,1.0
17995,199.0,54,12.0
17996,1399.0,25,16.0
17997,499.0,15,3.0
17998,198.0,50,1.0
17999,499.0,25,17.0
18000,499.0,54,2.0
18001,148.0,25,3.0
18002,198.0,54,1.0
18003,149.0,25,11.0
18004,399.0,54,91.0
18005,499.0,54,24.0
18006,149.0,31,19.0
18007,499.0,41,1.0
18008,1999.0,42,10.0
18009,2899.0,12,1.0
18010,249.0,22,23.0
18011,299.0,31,9.0
18012,349.0,31,20.0
18013,449.0,54,3.0
18014,249.0,31,49.0
18015,300.0,55,161.0
18016,500.0,22,166.0
18017,299.0,31,37.0
18018,28.0,59,1.0
18019,28.0,6,1.0
18020,148.0,22,1.0
18021,249.0,31,17.0
18022,500.0,22,75.0
18023,300.0,55,67.0
18024,299.0,27,18.0
18025,299.0,25,9.0
18026,299.0,27,35.0
18027,299.0,27,12.0
18028,299.0,25,8.0
18029,299.0,27,7.0
18030,299.0,27,88.0
18031,299.0,27,43.0
18032,299.0,7,6.0
18033,299.0,31,12.0
18034,299.0,7,10.0
18035,299.0,27,52.0
18036,299.0,27,33.0
18037,299.0,28,5.0
18038,299.0,27,13.0
18039,299.0,27,16.0
18040,299.0,27,84.0
18041,299.0,27,38.0
18042,299.0,27,102.0
18043,299.0,27,33.0
18044,299.0,27,16.0
18045,299.0,27,35.0
18046,299.0,27,44.0
18047,299.0,27,41.0
18048,299.0,27,56.0
18049,299.0,27,42.0
18050,299.0,27,58.0
18051,299.0,27,41.0
18052,299.0,27,56.0
18053,127.0,55,2.0
18054,100.0,55,1.0
18055,100.0,55,1.0
18056,299.0,31,33.0
18057,1299.0,54,10.0
18058,249.0,31,14.0
18059,249.0,22,72.0
18060,172.0,55,1.0
18061,28.0,25,1.0
18062,4999.0,25,0.0
18063,799.0,25,6.0
18064,599.0,57,4.0
18065,1499.0,54,4.0
18066,799.0,31,4.0
18067,1499.0,6,1.0
18068,1199.2,12,2.0
18069,1999.0,31,10.0
18070,2449.0,31,23.0
18071,2449.0,57,21.0
18072,2449.0,57,2.0
18073,3249.0,25,2.0
18074,299.0,31,5.0
18075,299.0,22,1.0
18076,299.0,54,2.0
18077,299.0,31,3.0
18078,249.0,25,20.0
18079,249.0,54,11.0
18080,250.0,16,2.0
18081,249.0,28,5.0
18082,349.0,31,8.0
18083,1299.0,28,6.0
18084,249.0,31,14.0
18085,349.0,31,8.0
18086,299.0,31,10.0
18087,349.0,31,15.0
18088,299.0,31,2.0
18089,299.0,31,5.0
18090,25.0,55,23.0
18091,399.0,31,48.0
18092,349.0,31,4.0
18093,349.0,54,6.0
18094,349.0,28,2.0
18095,349.0,30,6.0
18096,349.0,28,31.0
18097,350.0,25,8.0
18098,21.0,10,1.0
18099,329.0,31,33.0
18100,329.0,31,17.0
18101,3799.0,31,32.0
18102,3299.0,9,5.0
18103,3799.0,20,1.0
18104,2999.0,31,8.0
18105,3549.0,25,6.0
18106,3799.0,27,37.0
18107,3799.0,38,4.0
18108,2599.0,31,9.0
18109,2599.0,31,7.0
18110,349.0,25,17.0
18111,349.0,28,10.0
18112,148.0,31,1.0
18113,149.0,25,7.0
18114,399.0,31,52.0
18115,549.0,31,22.0
18116,149.0,31,17.0
18117,199.0,31,19.0
18118,149.0,25,6.0
18119,149.0,54,3.0
18120,699.0,31,28.0
18121,199.0,28,1.0
18122,349.0,54,52.0
18123,549.0,31,22.0
18124,58.0,37,1.0
18125,249.0,31,2.0
18126,149.0,31,27.0
18127,28.0,54,1.0
18128,349.0,54,4.0
18129,399.0,31,36.0
18130,149.0,31,28.0
18131,749.0,25,5.0
18132,249.0,46,1.0
18133,149.0,31,11.0
18134,349.0,31,19.0
18135,299.0,31,6.0
18136,199.0,31,7.0
18137,1099.0,17,2.0
18138,349.0,25,22.0
18139,269.0,28,3.0
18140,549.0,31,10.0
18141,299.0,25,14.0
18142,1199.0,25,1.0
18143,349.0,25,5.0
18144,399.0,31,113.0
18145,1399.0,28,3.0
18146,749.0,31,19.0
18147,169.0,31,74.0
18148,449.0,31,70.0
18149,699.0,25,16.0
18150,349.0,57,2.0
18151,149.0,25,7.0
18152,249.0,25,1.0
18153,349.0,25,13.0
18154,399.0,31,9.0
18155,149.0,54,5.0
18156,299.0,31,7.0
18157,299.0,54,6.0
18158,299.0,31,5.0
18159,299.0,28,1.0
18160,27.0,0,1.0
18161,28.0,25,1.0
18162,199.0,50,1.0
18163,349.0,25,41.0
18164,349.0,54,173.0
18165,549.0,54,28.0
18166,349.0,31,6.0
18167,198.0,37,1.0
18168,1699.0,41,14.0
18169,149.0,28,2.0
18170,399.0,28,3.0
18171,399.0,6,4.0
18172,249.0,31,13.0
18173,399.0,57,7.0
18175,399.0,57,33.0
18176,149.0,58,21.0
18177,199.0,31,6.0
18178,249.0,19,1.0
18179,149.0,30,1.0
18180,198.0,16,1.0
18181,749.0,31,15.0
18182,149.0,25,6.0
18183,199.0,31,5.0
18184,299.0,31,27.0
18185,299.0,31,26.0
18186,299.0,25,128.0
18187,299.0,31,36.0
18188,329.0,56,2.0
18189,299.0,56,25.0
18190,329.0,52,3.0
18191,329.0,31,47.0
18192,329.0,31,52.0
18193,148.0,22,1.0
18194,299.0,31,12.0
18195,299.0,31,34.0
18196,299.0,31,12.0
18197,98.0,54,3.0
18198,299.0,52,1.0
18199,98.0,54,3.0
18200,399.0,31,44.0
18201,399.0,31,49.0
18202,299.0,25,3.0
18203,299.0,30,1.0
18204,299.0,56,5.0
18205,329.0,57,11.0
18206,299.0,31,72.0
18207,98.0,25,1.0
18208,299.0,31,20.0
18209,329.0,31,11.0
18210,58.0,54,3.0
18211,199.0,31,8.0
18212,199.0,56,3.0
18213,198.0,54,1.0
18214,249.0,31,12.0
18215,199.0,54,5.0
18216,28.0,54,1.0
18217,58.0,22,2.0
18218,199.0,31,9.0
18219,349.0,56,7.0
18220,299.0,31,24.0
18221,199.0,54,1.0
18222,299.0,31,5.0
18223,299.0,31,9.0
18224,58.0,54,2.0
18225,199.0,54,13.0
18226,1399.0,54,1.0
18227,398.0,54,1.0
18228,299.0,31,12.0
18229,28.0,18,1.0
18230,299.0,54,7.0
18231,199.0,46,5.0
18232,299.0,25,6.0
18233,299.0,57,4.0
18234,28.0,15,1.0
18235,98.0,54,3.0
18236,249.0,31,7.0
18237,299.0,25,5.0
18238,299.0,31,4.0
18239,58.0,43,1.0
18240,299.0,25,10.0
18241,299.0,31,11.0
18242,299.0,16,2.0
18243,299.0,31,9.0
18244,98.0,54,3.0
18245,949.0,25,1.0
18246,98.0,25,1.0
18247,27.0,1,1.0
18248,199.0,31,13.0
18249,199.0,31,8.0
18250,58.0,54,1.0
18251,189.0,31,9.0
18252,58.0,54,1.0
18253,299.0,31,58.0
18254,199.0,31,16.0
18255,199.0,31,30.0
18256,199.0,29,3.0
18257,199.0,31,45.0
18258,199.0,31,17.0
18259,199.0,31,29.0
18260,199.0,31,77.0
18261,58.0,54,1.0
18262,249.0,54,1.0
18263,58.0,25,3.0
18264,199.0,25,2.0
18265,199.0,31,16.0
18266,98.0,18,1.0
18267,1099.0,6,1.0
18268,28.0,59,1.0
18269,299.0,25,3.0
18270,98.0,25,5.0
18271,199.0,31,8.0
18272,199.0,8,1.0
18273,199.0,31,13.0
18274,199.0,28,16.0
18275,199.0,31,8.0
18276,299.0,56,2.0
18277,349.0,25,10.0
18278,329.0,31,19.0
18279,299.0,31,31.0
18280,199.0,31,36.0
18281,199.0,31,13.0
18282,199.0,31,3.0
18283,199.0,31,5.0
18284,199.0,31,8.0
18285,249.0,31,4.0
18286,199.0,57,8.0
18287,299.0,50,4.0
18288,249.0,31,10.0
18289,199.0,6,5.0
18290,199.0,31,1.0
18291,199.0,15,1.0
18292,299.0,57,4.0
18293,148.0,54,1.0
18294,299.0,31,20.0
18295,299.0,31,62.0
18296,99.0,54,1.0
18297,199.0,54,7.0
18298,199.0,57,46.0
18299,98.0,54,2.0
18300,199.0,57,9.0
18301,199.0,28,13.0
18302,299.0,56,5.0
18303,239.0,31,1.0
18304,58.0,54,1.0
18305,299.0,31,3.0
18306,199.0,31,4.0
18307,199.0,31,8.0
18308,299.0,54,3.0
18309,199.0,31,8.0
18310,299.0,42,2.0
18311,199.0,54,3.0
18312,299.0,31,12.0
18313,249.0,25,11.0
18314,249.0,54,4.0
18315,299.0,31,68.0
18316,249.0,54,4.0
18317,199.0,29,3.0
18318,199.0,31,14.0
18319,199.0,29,4.0
18320,229.0,31,37.0
18321,28.0,27,1.0
18322,199.0,31,23.0
18323,299.0,42,3.0
18324,299.0,57,36.0
18325,229.0,31,23.0
18326,229.0,37,10.0
18327,329.0,31,7.0
18328,199.0,31,10.0
18329,299.0,31,20.0
18330,28.0,54,4.0
18331,299.0,56,4.0
18332,329.0,31,35.0
18333,329.0,31,39.0
18334,229.0,57,23.0
18335,329.0,31,33.0
18336,299.0,31,16.0
18337,249.0,31,12.0
18338,329.0,31,58.0
18339,329.0,31,60.0
18340,98.0,54,3.0
18341,199.0,31,21.0
18342,199.0,31,25.0
18343,249.0,54,1.0
18344,229.0,31,81.0
18345,58.0,31,3.0
18346,78.0,22,2.0
18347,199.0,31,8.0
18348,98.0,37,1.0
18349,199.0,31,8.0
18350,199.0,31,10.0
18351,98.0,25,2.0
18352,199.0,31,12.0
18353,28.0,32,1.0
18354,148.0,54,2.0
18355,349.0,31,2.0
18356,28.0,54,1.0
18357,299.0,31,27.0
18358,299.0,31,26.0
18359,299.0,57,8.0
18360,199.0,31,24.0
18361,329.0,31,28.0
18362,449.0,31,31.0
18363,329.0,31,29.0
18364,199.0,29,47.0
18365,98.0,37,2.0
18366,199.0,31,14.0
18367,199.0,31,7.0
18368,229.0,31,14.0
18369,199.0,31,6.0
18370,229.0,53,9.0
18371,98.0,54,2.0
18372,299.0,25,1.0
18373,28.0,54,1.0
18374,28.0,54,1.0
18375,329.0,56,7.0
18376,299.0,54,7.0
18377,199.0,31,7.0
18378,199.0,31,84.0
18379,199.0,31,30.0
18380,199.0,31,21.0
18381,199.0,31,12.0
18382,299.0,54,2.0
18383,249.0,31,1.0
18384,199.0,31,62.0
18385,28.0,24,1.0
18386,98.0,54,1.0
18387,199.0,31,7.0
18388,249.0,50,11.0
18389,249.0,28,17.0
18390,299.0,54,4.0
18391,28.0,31,1.0
18392,299.0,31,5.0
18393,329.0,31,11.0
18394,329.0,31,22.0
18395,1999.0,25,1.0
18396,199.0,42,8.0
18397,249.0,31,3.0
18398,199.0,37,1.0
18399,199.0,46,8.0
18400,199.0,58,16.0
18401,199.0,31,8.0
18402,299.0,56,5.0
18403,299.0,31,13.0
18404,199.0,31,14.0
18405,199.0,46,3.0
18406,199.0,58,28.0
18407,229.0,5,2.0
18408,199.0,31,2.0
18409,199.0,31,9.0
18410,199.0,19,3.0
18411,229.0,31,46.0
18412,199.0,31,21.0
18413,199.0,31,20.0
18414,699.0,31,14.0
18415,2999.0,22,3.0
18416,199.0,29,6.0
18417,229.0,31,54.0
18418,199.0,25,1.0
18419,398.0,54,1.0
18420,199.0,54,7.0
18421,58.0,18,1.0
18422,199.0,31,8.0
18423,199.0,53,6.0
18424,229.0,27,22.0
18425,329.0,31,7.0
18426,199.0,57,22.0
18427,299.0,31,21.0
18428,69.0,54,1.0
18429,69.0,25,2.0
18430,199.0,31,19.0
18431,329.0,56,32.0
18432,58.0,30,1.0
18433,199.0,31,7.0
18434,149.0,31,19.0
18435,28.0,25,2.0
18436,199.0,29,5.0
18437,199.0,56,11.0
18438,229.0,57,32.0
18439,229.0,31,35.0
18440,249.0,25,1.0
18441,299.0,25,45.0
18442,199.0,31,8.0
18443,199.0,31,6.0
18444,199.0,31,12.0
18445,199.0,31,22.0
18446,199.0,46,3.0
18447,28.0,54,1.0
18448,198.0,25,1.0
18449,98.0,28,7.0
18450,199.0,28,37.0
18451,199.0,57,56.0
18452,199.0,28,37.0
18453,199.0,28,47.0
18454,199.0,28,39.0
18455,299.0,56,11.0
18456,229.0,57,31.0
18457,349.0,31,7.0
18458,299.0,31,6.0
18459,299.0,31,2.0
18460,299.0,57,6.0
18461,299.0,28,4.0
18462,229.0,57,32.0
18463,199.0,31,18.0
18464,229.0,58,28.0
18465,199.0,28,10.0
18466,229.0,57,28.0
18467,199.0,31,6.0
18468,249.0,31,8.0
18469,299.0,31,8.0
18470,98.0,31,1.0
18471,98.0,54,5.0
18472,148.0,54,8.0
18473,199.0,28,67.0
18474,199.0,57,61.0
18475,199.0,57,49.0
18476,199.0,57,54.0
18477,249.0,57,31.0
18478,299.0,57,11.0
18479,229.0,57,40.0
18480,349.0,57,12.0
18481,199.0,57,25.0
18482,349.0,56,2.0
18483,349.0,21,2.0
18484,199.0,57,20.0
18485,299.0,57,17.0
18486,299.0,57,112.0
18487,299.0,57,78.0
18488,98.0,25,3.0
18489,299.0,31,19.0
18490,299.0,31,2.0
18491,249.0,31,41.0
18492,199.0,31,10.0
18493,299.0,31,27.0
18494,329.0,31,9.0
18495,199.0,16,4.0
18496,229.0,31,17.0
18497,229.0,58,5.0
18498,229.0,31,26.0
18499,229.0,31,13.0
18500,229.0,31,19.0
18501,329.0,31,10.0
18502,169.0,31,4.0
18503,399.0,16,2.0
18504,28.0,54,1.0
18505,169.0,54,3.0
18506,199.0,37,6.0
18507,199.0,31,9.0
18508,199.0,58,7.0
18509,299.0,31,7.0
18510,199.0,59,4.0
18511,229.0,57,17.0
18512,199.0,28,2.0
18513,249.0,31,19.0
18514,329.0,56,1.0
18515,199.0,46,5.0
18516,299.0,31,8.0
18517,149.0,25,2.0
18518,1899.0,21,1.0
18519,3599.0,25,4.0
18520,249.0,42,8.0
18521,199.0,31,7.0
18522,98.0,25,3.0
18523,799.0,31,13.0
18524,28.0,54,1.0
18525,169.0,31,12.0
18526,399.0,28,1.0
18527,149.0,31,9.0
18528,299.0,56,1.0
18529,749.0,31,20.0
18530,249.0,46,1.0
18531,149.0,31,7.0
18532,149.0,31,35.0
18533,28.0,25,1.0
18534,149.0,31,4.0
18535,199.0,25,3.0
18536,98.0,31,3.0
18537,148.0,30,1.0
18538,149.0,54,5.0
18539,199.0,31,70.0
18540,149.0,54,7.0
18541,27.0,0,1.0
18542,149.0,54,2.0
18543,299.0,31,14.0
18544,149.0,31,44.0
18545,149.0,31,38.0
18546,149.0,31,44.0
18547,299.0,46,1.0
18548,149.0,31,40.0
18549,149.0,31,56.0
18550,149.0,31,62.0
18551,399.0,31,40.0
18552,149.0,31,9.0
18553,149.0,31,10.0
18554,149.0,31,5.0
18555,229.0,56,25.0
18556,58.0,56,1.0
18557,149.0,25,6.0
18558,98.0,37,1.0
18559,549.0,25,8.0
18561,149.0,31,7.0
18562,149.0,31,27.0
18563,58.0,21,1.0
18564,149.0,31,10.0
18565,98.0,54,2.0
18566,28.0,54,1.0
18567,299.0,52,1.0
18568,399.0,42,3.0
18569,198.0,30,1.0
18570,399.0,31,50.0
18571,999.0,27,15.0
18572,699.0,28,15.0
18573,1049.0,26,1.0
18574,399.0,57,8.0
18575,399.0,31,9.0
18576,58.0,45,1.0
18577,399.0,57,9.0
18578,349.0,31,74.0
18579,549.0,31,17.0
18580,299.0,25,4.0
18581,399.0,54,16.0
18582,149.0,31,5.0
18583,299.0,42,27.0
18584,199.0,31,18.0
18585,28.0,47,1.0
18586,399.0,31,18.0
18587,1499.0,25,11.0
18588,149.0,31,19.0
18589,999.0,31,11.0
18590,229.0,31,21.0
18591,149.0,25,34.0
18592,149.0,25,33.0
18593,349.0,25,10.0
18594,399.0,54,9.0
18595,1099.0,31,26.0
18596,149.0,31,20.0
18597,28.0,54,1.0
18598,299.0,12,1.0
18599,149.0,31,4.0
18600,149.0,31,8.0
18601,148.0,31,1.0
18602,199.0,57,13.0
18603,199.0,31,15.0
18604,199.0,31,14.0
18605,199.0,31,14.0
18606,248.0,46,2.0
18607,199.0,31,14.0
18608,199.0,31,14.0
18609,349.0,25,8.0
18610,198.0,37,1.0
18611,248.0,16,1.0
18612,399.0,25,10.0
18613,149.0,31,8.0
18614,198.0,54,1.0
18615,349.0,31,2.0
18616,349.0,31,10.0
18617,229.0,28,30.0
18618,199.0,54,3.0
18619,229.0,31,28.0
18620,229.0,7,19.0
18621,199.0,31,8.0
18622,399.0,31,317.0
18623,1399.0,31,27.0
18624,699.0,54,47.0
18625,399.0,31,31.0
18626,699.0,42,13.0
18628,1999.0,6,2.0
18629,599.0,15,1.0
18630,399.0,25,16.0
18631,169.0,31,59.0
18632,198.0,18,1.0
18633,399.0,54,72.0
18634,499.0,25,48.0
18635,149.0,31,4.0
18636,98.0,37,1.0
18637,299.0,53,1.0
18638,149.0,31,9.0
18639,249.0,31,6.0
18640,149.0,31,13.0
18641,479.0,31,39.0
18642,199.0,8,1.0
18643,999.0,31,7.0
18644,249.0,43,2.0
18645,249.0,43,1.0
18646,299.0,25,17.0
18647,98.0,23,1.0
18648,149.0,31,12.0
18649,149.0,31,9.0
18650,149.0,31,2.0
18651,399.0,25,6.0
18652,399.0,25,6.0
18653,249.0,37,1.0
18654,249.0,37,1.0
18655,149.0,31,13.0
18656,149.0,25,23.0
18657,149.0,31,12.0
18658,28.0,25,1.0
18659,299.0,25,5.0
18660,99.0,57,38.0
18661,27.0,0,1.0
18662,149.0,54,1.0
18663,399.0,25,11.0
18664,399.0,31,24.0
18665,199.0,31,1.0
18666,249.0,31,9.0
18667,98.0,42,1.0
18668,149.0,31,6.0
18669,199.0,31,37.0
18670,299.0,54,1.0
18671,449.0,31,72.0
18672,449.0,31,114.0
18673,98.0,16,3.0
18674,299.0,31,5.0
18675,249.0,31,75.0
18676,199.0,25,1.0
18677,199.0,31,30.0
18678,199.0,31,12.0
18679,449.0,31,50.0
18680,199.0,31,36.0
18681,399.0,16,2.0
18682,199.0,31,10.0
18683,199.0,31,11.0
18684,169.0,50,4.0
18685,249.0,31,97.0
18686,249.0,31,52.0
18687,199.0,18,1.0
18688,199.0,31,32.0
18689,699.0,25,3.0
18690,199.0,31,20.0
18691,199.0,31,1.0
18692,199.0,25,1.0
18693,98.0,25,2.0
18694,299.0,31,9.0
18695,749.0,25,1.0
18696,449.0,31,43.0
18697,149.0,31,5.0
18698,199.0,31,5.0
18699,199.0,31,28.0
18700,199.0,31,9.0
18701,199.0,31,40.0
18702,199.0,28,3.0
18703,199.0,54,3.0
18704,249.0,31,103.0
18705,149.0,31,13.0
18706,149.0,31,10.0
18707,149.0,6,1.0
18708,249.0,31,17.0
18709,349.0,54,6.0
18710,349.0,27,1.0
18711,399.0,54,2.0
18712,299.0,31,8.0
18713,149.0,31,31.0
18714,149.0,31,18.0
18715,249.0,31,13.0
18716,149.0,31,43.0
18717,149.0,31,11.0
18718,149.0,31,13.0
18719,149.0,58,8.0
18720,149.0,54,3.0
18721,169.0,31,108.0
18722,149.0,26,1.0
18723,549.0,5,1.0
18724,99.0,22,4.0
18725,99.0,31,3.0
18726,149.0,56,5.0
18727,93.0,51,1.0
18728,299.0,54,4.0
18729,76.0,51,1.0
18730,78.4,54,1.0
18731,149.0,28,2.0
18732,98.0,31,2.0
18733,599.0,31,8.0
18734,299.0,31,12.0
18735,149.0,31,4.0
18736,299.0,25,13.0
18737,399.0,31,46.0
18738,499.0,54,7.0
18739,499.0,57,3.0
18740,199.0,31,12.0
18741,849.0,54,8.0
18742,399.0,28,6.0
18743,349.0,31,5.0
18744,149.0,25,12.0
18745,249.0,4,1.0
18746,149.0,31,19.0
18747,499.0,15,1.0
18748,149.0,31,13.0
18749,149.0,31,64.0
18750,349.0,25,21.0
18751,499.0,42,7.0
18752,299.0,28,29.0
18753,349.0,28,106.0
18754,549.0,25,13.0
18755,349.0,57,8.0
18756,399.0,54,7.0
18757,1399.0,7,1.0
18758,749.0,31,25.0
18759,249.0,25,5.0
18760,169.0,31,30.0
18761,149.0,31,64.0
18762,149.0,54,4.0
18763,149.0,31,4.0
18764,249.0,25,1.0
18765,349.0,31,5.0
18766,149.0,31,9.0
18767,27.0,0,1.0
18768,149.0,54,5.0
